Clé,Country Code,Country Name,Region,Year,GDP (US$),Population (number),HDI,rank legatum index,score legatum,HAQ,Life expectancy,NumbeEasternr of Hospitals,Number of General hospitals,Number of Publicly owned hospitals,Number of Not-for-profit privately owned hospitals,Number of For-profit privately owned hospitals,Total hospital beds,Number of Beds in publicly owned hospitals,Number of Beds in not-for-profit privately owned hospitals,Number of Beds in for-profit privately owned hospitals,Number of Generalist medical practitioners,Number of Specialist medical practitioners,Number of Medical doctors not further defined,Number of Practising nurses,Remuneration of hospital nurses,Remuneration of specialists,Remuneration of general practitioners, Share of gross domestic product (in %) -  All financing schemes, Share of current expenditure on health (in %) -  Government/compulsory schemes, Share of gross domestic product (in %) -  Government/compulsory schemes, Share of current expenditure on health (in %) -  Household out-of-pocket payments, Share of gross domestic product (in %) -  Household out-of-pocket payments, Share of current expenditure on health (in %) - Voluntary health care payment schemes, Share of gross domestic product (in %) -   Voluntary health care payment schemes, Share of current expenditure on health (in %) -  Voluntary schemes/household out-of-pocket payments, Share of gross domestic product (in %) -  Voluntary schemes/household out-of-pocket payments,R&D expenses as PC_GDP (total GOV),R&D expenses as PC_GDP (total HES),R&D expenses as PC_GDP (total BES),R&D expenses as PC_GDP (total),Number schools,Total Fees per Year (USD) MIN,Total Fees per Year (USD) MAX
CMR2010,CMR,Cameroon,Sub-Saharan Africa,2010,2.75E+10,2.03E+07,0.513,143,41.30965176,42.5,55.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMR2015,CMR,Cameroon,Sub-Saharan Africa,2015,3.22E+10,2.33E+07,0.56,143,42.80439495,44.4,57.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMR2019,CMR,Cameroon,Sub-Saharan Africa,2019,3.97E+10,2.59E+07,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMR2020,CMR,Cameroon,Sub-Saharan Africa,2020,4.08E+10,2.65E+07,0.578,151,41.62630277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COD2010,COD,Congo,Sub-Saharan Africa,2010,1.86E+10,6.24E+07,0.561,163,33.59743723,39.3,56.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COD2015,COD,Congo,Sub-Saharan Africa,2015,3.59E+10,7.38E+07,0.59,162,34.34938298,40.4,59.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COD2019,COD,Congo,Sub-Saharan Africa,2019,4.76E+10,8.41E+07,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COD2020,COD,Congo,Sub-Saharan Africa,2020,5.18E+10,8.68E+07,0.574,161,35.04222008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEM2010,YEM,Yemen,Middle East and North Africa,2010,9.72E+09,4145400,0.51,159,36.87586236,47.8,65.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2920,8310
YEM2015,YEM,Yemen,Middle East and North Africa,2015,1.79E+10,4736965,0.477,160,35.81164185,49.6,66.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2920,8310
YEM2019,YEM,Yemen,Middle East and North Africa,2019,1.37E+10,5244363,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2920,8310
YEM2020,YEM,Yemen,Middle East and North Africa,2020,1.28E+10,5380504,0.46,164,33.31044925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2920,8310
COL2010,COL,Colombia,Latin America and the Caribbean,2010,2.87E+11,4.52E+07,0.726,78,55.21919945,64.4,75.424,10410,1422,1114,1284,7782,67737,29422,16153,20863,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL2015,COL,Colombia,Latin America and the Caribbean,2015,2.93E+11,4.75E+07,0.754,71,57.29195571,67.8,76.531,10315,1198,1043,1147,7793,77643,28647,17454,29659,72811,22138,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL2019,COL,Colombia,Latin America and the Caribbean,2019,3.23E+11,5.03E+07,0.768,NA,NA,NA,NA,10635,1211,1002,1024,8249,87461,28060,16663,41071,87115,28523,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COL2020,COL,Colombia,Latin America and the Caribbean,2020,2.70E+11,5.09E+07,0.756,75,58.24288205,NA,NA,10899,1177,1002,1025,8496,86027,27579,15873,40858,91212,29971,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COM2010,COM,Comoros,Sub-Saharan Africa,2010,9.08E+08,689696,0.52,131,43.92073128,47.2,61.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COM2015,COM,Comoros,Sub-Saharan Africa,2015,9.66E+08,777435,0.544,124,46.53964665,47.7,63.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COM2019,COM,Comoros,Sub-Saharan Africa,2019,1.20E+09,850891,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COM2020,COM,Comoros,Sub-Saharan Africa,2020,1.22E+09,869595,0.562,128,46.53545616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRI2010,CRI,Costa Rica,Latin America and the Caribbean,2010,3.77E+10,4577371,0.772,38,66.96728635,70.8,78.769,40,0,29,0,11,5613,5613,0,0,0,0,0,0,30516,43259,39829,8.029,73.115,5.871,25.384,2.038,1.501,0.12,26.885,2.159,NA,NA,NA,NA,NA,NA,NA
CRI2015,CRI,Costa Rica,Latin America and the Caribbean,2015,5.64E+10,4847805,0.798,35,68.39491271,72.9,79.565,43,0,30,0,13,5611,5611,0,0,0,0,0,0,36389,56229,50297,7.592,74.848,5.682,22.399,1.7,2.753,0.209,25.152,1.909,NA,NA,NA,NA,NA,NA,NA
CRI2019,CRI,Costa Rica,Latin America and the Caribbean,2019,6.44E+10,5047561,0.819,NA,NA,NA,NA,44,0,30,0,14,5548,5548,0,0,0,0,0,0,34631,53296,47685,7.221,73.937,5.339,22.325,1.612,3.738,0.27,26.063,1.882,NA,NA,NA,NA,NA,NA,NA
CRI2020,CRI,Costa Rica,Latin America and the Caribbean,2020,6.22E+10,5094114,0.816,38,68.90456859,NA,NA,44,0,30,0,14,5876,5680,0,196,0,0,0,0,31589,47526,42535,7.877,75.864,5.976,20.23,1.594,3.906,0.308,24.136,1.901,NA,NA,NA,NA,NA,NA,NA
CUB2010,CUB,Cuba,Latin America and the Caribbean,2010,5.96E+10,1.12E+07,0.78,87,53.68239323,72.1,78.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB2015,CUB,Cuba,Latin America and the Caribbean,2015,8.71E+10,1.13E+07,0.773,99,53.56683914,73.5,78.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB2019,CUB,Cuba,Latin America and the Caribbean,2019,1.03E+11,1.13E+07,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB2020,CUB,Cuba,Latin America and the Caribbean,2020,1.07E+11,1.13E+07,0.781,100,54.07407238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP2010,CYP,Cyprus,Western Europe,2010,2.57E+10,1112617,0.857,31,69.84821711,82.6,79.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP2015,CYP,Cyprus,Western Europe,2015,1.98E+10,1160987,0.871,39,67.81941399,85.3,80.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP2019,CYP,Cyprus,Western Europe,2019,2.58E+10,1198574,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYP2020,CYP,Cyprus,Western Europe,2020,2.47E+10,1207361,0.894,34,70.80675211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZE2010,CZE,Czechia,Eastern Europe,2010,2.09E+11,1.05E+07,0.87,29,71.49129955,81.8,77.61,255,145,162,4,89,76413,65673,311,10429,7369,30292,0,84796,16268,30846,0,6.875,83.333,5.729,15.251,1.049,1.416,0.097,16.667,1.146,0.3,0.27,0.75,1.33,NA,NA,NA
CZE2015,CZE,Czechia,Eastern Europe,2015,1.88E+11,1.05E+07,0.891,29,71.62642341,84.8,78.692,256,141,159,3,94,70313,59837,253,10223,0,0,0,84450,14004,30798,0,7.196,82.371,5.928,14.828,1.067,2.801,0.202,17.629,1.269,0.39,0.48,1.04,1.92,NA,NA,NA
CZE2019,CZE,Czechia,Eastern Europe,2019,2.52E+11,1.07E+07,0.897,NA,NA,NA,NA,258,140,158,3,97,70225,59674,240,10311,7330,34601,1468,91354,23039,42694,0,7.605,84.987,6.463,14.092,1.072,0.921,0.07,15.013,1.142,0.31,0.42,1.19,1.93,NA,NA,NA
CZE2020,CZE,Czechia,Eastern Europe,2020,2.45E+11,1.07E+07,0.892,29,73.56965641,NA,NA,263,140,164,3,96,69490,58906,240,10344,7112,35433,1265,92664,26853,46874,0,9.24,87.678,8.102,11.525,1.065,0.797,0.074,12.322,1.139,0.34,0.43,1.21,1.99,NA,NA,NA
DEU2010,DEU,Germany,Western Europe,2010,3.40E+12,8.18E+07,0.926,9,79.47047531,84.9,80.124,3301,1758,852,1076,1373,674473,273789,200672,200012,74113,229532,0,807000,51434,163726,0,11.096,83.24,9.236,13.807,1.532,2.953,0.328,16.76,1.86,0.4,0.5,1.83,2.73,37,8463,12126
DEU2015,DEU,Germany,Western Europe,2015,3.36E+12,8.17E+07,0.938,9,80.0574467,86.4,80.77,3108,1619,806,979,1323,664364,271236,193286,199842,78201,259928,0,876000,0,147676,185289,11.184,84.177,9.414,12.96,1.449,2.863,0.32,15.823,1.77,0.41,0.51,2.01,2.93,37,8463,12126
DEU2019,DEU,Germany,Western Europe,2019,3.89E+12,8.31E+07,0.948,NA,NA,NA,NA,3026,1576,750,951,1325,657662,264446,189580,203636,83049,282051,0,980000,0,160645,210461,11.696,84.015,9.827,13.365,1.563,2.62,0.306,15.985,1.87,0.43,0.55,2.18,3.17,37,8463,12126
DEU2020,DEU,Germany,Western Europe,2020,3.85E+12,8.32E+07,0.944,9,80.87806873,NA,NA,3006,1558,762,914,1330,650167,261027,184177,204963,85471,286085,0,1003000,0,166989,0,12.822,85.091,10.911,12.436,1.595,2.473,0.317,14.909,1.912,0.46,0.59,2.09,3.13,37,8463,12126
DJI2010,DJI,Djibouti,Sub-Saharan Africa,2010,1.13E+09,840194,0.458,119,47.08304711,43.2,60.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJI2015,DJI,Djibouti,Sub-Saharan Africa,2015,2.42E+09,913998,0.493,126,45.81580482,44.7,64.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJI2019,DJI,Djibouti,Sub-Saharan Africa,2019,3.09E+09,973557,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJI2020,DJI,Djibouti,Sub-Saharan Africa,2020,3.18E+09,988002,0.51,122,48.1217136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNK2010,DNK,Denmark,Western Europe,2010,3.22E+11,5547683,0.913,2,82.75786936,83.6,79.416,0,0,0,0,0,19405,18536,468,401,4397,8753,7519,54481,75335,182268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6450,31616
DNK2015,DNK,Denmark,Western Europe,2015,3.03E+11,5683483,0.936,4,82.27672219,85.7,80.475,0,0,0,0,0,14380,13415,655,310,4575,9867,7893,56372,66282,159023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6450,31616
DNK2019,DNK,Denmark,Western Europe,2019,3.48E+11,5814422,0.946,NA,NA,NA,NA,0,0,0,0,0,15076,14129,628,319,4641,10832,9242,58910,71582,170061,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6450,31616
DNK2020,DNK,Denmark,Western Europe,2020,3.56E+11,5831404,0.947,1,84.26243989,NA,NA,0,0,0,0,0,15089,14119,632,338,0,0,0,0,75873,178252,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6450,31616
DOM2010,DOM,Dominican Republic,Latin America and the Caribbean,2010,5.39E+10,9695117,0.708,76,55.44157055,60.8,72.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOM2015,DOM,Dominican Republic,Latin America and the Caribbean,2015,7.12E+10,1.03E+07,0.736,82,56.40162785,62.5,73.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOM2019,DOM,Dominican Republic,Latin America and the Caribbean,2019,8.89E+10,1.07E+07,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOM2020,DOM,Dominican Republic,Latin America and the Caribbean,2020,7.88E+10,1.08E+07,0.764,74,58.56679929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZA2010,DZA,Algeria,Middle East and North Africa,2010,1.61E+11,3.60E+07,0.721,108,49.37607512,62.2,74.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3680,15180
DZA2015,DZA,Algeria,Middle East and North Africa,2015,1.66E+11,3.97E+07,0.74,108,50.40081842,63.7,76.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3680,15180
DZA2019,DZA,Algeria,Middle East and North Africa,2019,1.72E+11,4.31E+07,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3680,15180
DZA2020,DZA,Algeria,Middle East and North Africa,2020,1.45E+11,4.39E+07,0.736,108,52.18280403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3680,15180
ECU2010,ECU,Ecuador,Latin America and the Caribbean,2010,6.96E+10,1.50E+07,0.736,97,52.16849526,58.6,75.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECU2015,ECU,Ecuador,Latin America and the Caribbean,2015,9.93E+10,1.62E+07,0.765,85,55.74490382,61.2,76.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECU2019,ECU,Ecuador,Latin America and the Caribbean,2019,1.08E+11,1.74E+07,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECU2020,ECU,Ecuador,Latin America and the Caribbean,2020,9.93E+10,1.76E+07,0.731,83,57.06128995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EGY2010,EGY,Egypt,Middle East and North Africa,2010,1.89E+11,8.11E+07,0.675,114,47.90501096,58.2,70.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7251.23,21466.27
EGY2015,EGY,Egypt,Middle East and North Africa,2015,3.06E+11,9.04E+07,0.706,128,45.73584287,61,71.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7251.23,21466.27
EGY2019,EGY,Egypt,Middle East and North Africa,2019,2.50E+11,9.84E+07,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7251.23,21466.27
EGY2020,EGY,Egypt,Middle East and North Africa,2020,3.03E+11,1.00E+08,0.734,120,48.44340726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7251.23,21466.27
ERI2010,ERI,Eritrea,Sub-Saharan Africa,2010,1.59E+09,3170437,0.463,164,33.26609436,37.8,62.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERI2015,ERI,Eritrea,Sub-Saharan Africa,2015,,,0.483,163,33.69267608,38.1,64.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERI2019,ERI,Eritrea,Sub-Saharan Africa,2019,,,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERI2020,ERI,Eritrea,Sub-Saharan Africa,2020,,,0.494,162,34.41298964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP2010,ESP,Spain,Western Europe,2010,1.42E+12,4.66E+07,0.868,25,72.73728492,87.2,81.9,765,549,343,126,296,144951,99533,19047,26371,34620,107542,0,239867,0,0,0,9.119,74.445,6.789,20.29,1.85,5.265,0.48,25.555,2.33,0.27,0.38,0.7,1.36,38,6000,27701
ESP2015,ESP,Spain,Western Europe,2015,1.20E+12,4.64E+07,0.889,25,73.37373456,89.6,82.981,765,558,343,119,303,138368,95015,16754,26599,34735,115392,0,245533,39416,71200,62419,9.126,71.316,6.509,22.297,2.035,6.387,0.583,28.684,2.618,0.23,0.34,0.64,1.22,38,6000,27701
ESP2019,ESP,Spain,Western Europe,2019,1.39E+12,4.71E+07,0.908,NA,NA,NA,NA,777,566,343,124,310,138861,94887,17525,26449,43131,112784,0,277633,43324,87309,75308,9.139,70.613,6.454,21.763,1.989,7.624,0.697,29.387,2.686,0.21,0.33,0.7,1.25,38,6000,27701
ESP2020,ESP,Spain,Western Europe,2020,1.28E+12,4.74E+07,0.899,24,75.75493798,NA,NA,771,567,342,121,308,139933,96759,17281,25893,43302,116345,0,289100,45588,90855,79480,10.714,73.262,7.849,19.624,2.103,7.114,0.762,26.738,2.865,0.25,0.37,0.78,1.41,38,6000,27701
EST2010,EST,Estonia,Eastern Europe,2010,1.95E+10,1331475,0.861,23,73.36261182,77.5,75.311,57,24,36,10,11,7022,6321,376,325,979,2962,378,8154,13899,28913,22802,6.323,76.328,4.826,21.923,1.386,1.748,0.111,23.672,1.497,0.17,0.6,0.79,1.58,1,6307,7795
EST2015,EST,Estonia,Eastern Europe,2015,2.29E+10,1315407,0.882,23,75.69239091,81.4,77.783,30,21,20,3,7,6341.57,5901.54,153.63,286.4,1052,3440,0,7904,15494,33004,24329,6.641,74.692,4.961,23.719,1.575,1.584,0.105,25.303,1.68,0.16,0.61,0.68,1.47,1,6307,7795
EST2019,EST,Estonia,Eastern Europe,2019,3.10E+10,1326855,0.896,NA,NA,NA,NA,30,21,20,3,7,6010.95,5545.7,150,315.25,1102,3501,0,8279,19833,42057,32024,6.823,74.469,5.081,23.932,1.633,1.599,0.109,25.531,1.742,0.17,0.58,0.87,1.63,1,6307,7795
EST2020,EST,Estonia,Eastern Europe,2020,3.07E+10,1329479,0.892,19,77.60659886,NA,NA,29,21,20,3,6,5934.1,5538.5,151.9,243.7,1084,3542,0,8484,23194,49527,37135,7.752,77.154,5.981,21.442,1.662,1.404,0.109,22.846,1.771,0.18,0.6,0.98,1.79,1,6307,7795
ETH2010,ETH,Ethiopia,Sub-Saharan Africa,2010,2.99E+10,8.76E+07,0.412,151,39.18095941,40.4,61.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETH2015,ETH,Ethiopia,Sub-Saharan Africa,2015,6.46E+10,1.01E+08,0.46,154,39.43095864,44.2,65.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETH2019,ETH,Ethiopia,Sub-Saharan Africa,2019,9.59E+10,1.12E+08,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETH2020,ETH,Ethiopia,Sub-Saharan Africa,2020,1.08E+11,1.15E+08,0.498,147,42.44163716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIN2010,FIN,Finland,Western Europe,2010,2.49E+11,5363352,0.911,4,81.84232859,87.2,80.137,280,134,213,0,67,31418,30044.42,0,1373.29,8071,10378,0,64181,47732,127181,86604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5125,6075
FIN2015,FIN,Finland,Western Europe,2015,2.35E+11,5479531,0.93,5,82.23500851,89.6,81.196,268,133,191,0,77,23469,22310.35,0,1158.56,7343,11401,0,70881,42375,118839,81127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5125,6075
FIN2019,FIN,Finland,Western Europe,2019,2.69E+11,5521606,0.939,NA,NA,NA,NA,239,120,166,0,73,18475,17730,0,745,0,11756,0,0,44286,125995,85635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5125,6075
FIN2020,FIN,Finland,Western Europe,2020,2.72E+11,5529543,0.938,4,82.95280078,NA,NA,249,135,164,0,85,15626,14930,0,696,0,11876,0,0,46021,132760,90015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5125,6075
FRA2010,FRA,France,Western Europe,2010,2.65E+12,6.50E+07,0.877,21,75.58853429,85.7,81.508,2707,1892,953,711,1043,416710,260642,58818,97250,103262,108870,0,0,43396,99328,0,11.226,76.259,8.561,10.235,1.149,13.506,1.516,23.741,2.665,0.31,0.47,1.38,2.18,33,14168,34845
FRA2015,FRA,France,Western Europe,2015,2.44E+12,6.65E+07,0.892,21,76.21372014,87.9,82.224,3089,1951,1389,691,1009,408245,253364,57384,97497,93780,112930,0,0,38087,89007,0,11.441,82.494,9.438,9.822,1.124,7.684,0.879,17.506,2.003,0.29,0.46,1.44,2.23,33,14168,34845
